TERM,CRN,SUBJ,CRS,SEC,ID,CONFID,LEVL,CLASS,COLLEGE,MAJOR1,CONC1,CONC1_2,MINOR1,MINOR1_2,MAJOR2,CONC2,CONC2_2,MINOR2,MINOR2_2
"201740","12561","BIOL","1620","002","10667844","","UG","SR","College of Science","CHEM","BCHE","","","","","","","",""
"201740","12561","BIOL","1620","002","10625075","","UG","JR","College of Science","BIOL","","","","","","","","",""
"201740","12561","BIOL","1620","002","10725219","","UG","SO","College of Science","CHEM","BCHE","","","","","","","",""
"201740","12561","BIOL","1620","002","10755051","","UG","SO","College of Science","BIOL","","","","","","","","",""
"201740","12561","BIOL","1620","002","10559198","","UG","SR","College of Science","STA","","","","","","","","",""
"201740","12561","BIOL","1620","002","10534610","","UG","SO","College of Science","CHEM","FRCH","","","","","","","",""
"201740","12561","BIOL","1620","002","10697926","","UG","JR","Coll Tech and Computing OLD","PENG","","","","","","","","",""
"201740","12561","BIOL","1620","002","10718602","","UG","JR","College of Science","BIOL","","","","","","","","",""
"201740","12561","BIOL","1620","002","10657239","","UG","SR","Coll Humanities and Social Sci","PSY","","","GER","","","","","",""
"201740","12561","BIOL","1620","002","10695397","","UG","JR","University College","PREP","","","","","","","","",""
"201740","12561","BIOL","1620","002","10799779","","UG","SO","University College","UVST","","","","","","","","",""
